country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
Spain,Athletic Bilbao,Aymeric Laporte,aymeric-laporte,27.05.1994,189,85,Center Back,70,32,18,20,3,12,2,1,Defender
Spain,Deportivo La Coruña,Ayoze,ayoze,25.05.1982,175,75,Left Fullback,221,92,51,78,4,56,1,1,Defender
England,Chelsea FC,Azpilicueta,azpilicueta_2,28.08.1989,178,70,Right Fullback,289,133,65,91,4,41,1,0,Defender
Spain,Sevilla FC,Babá Diawara,baba-diawara,05.01.1988,179,76,Center Forward,163,57,41,65,47,12,1,0,Forward
England,Arsenal FC,Bacary Sagna,bacary-sagna,14.02.1983,176,72,Right Fullback,432,227,108,97,5,44,0,2,Defender
Spain,Espanyol Barcelona,Baena,baena_4,02.03.1989,181,75,Defensive Midfielder,115,45,27,43,2,27,1,1,Midfielder
France,Olympique Lyon,Bafetimbi Gomis,bafetimbi-gomis,06.08.1985,184,77,Center Forward,372,158,102,112,129,19,1,0,Forward
France,Olympique Lyon,Bakary Koné,bakary-kone,27.04.1988,188,80,missing,183,77,50,56,9,28,2,2,Missing
Spain,Real Valladolid,Balenziaga,balenziaga,29.02.1988,177,70,Left Fullback,160,67,43,50,0,26,1,0,Defender
Spain,Levante UD,Ballesteros,ballesteros,04.09.1975,188,90,Center Back,509,188,136,185,10,128,10,5,Defender
Germany,Eintracht Frankfurt,Bamba Anderson,bamba-anderson,10.01.1988,188,80,Center Back,142,62,34,46,4,11,0,0,Defender
France,Olympique Marseille,Baptiste Aloe,baptiste-aloe,29.06.1994,184,77,Center Back,1,1,0,0,0,1,0,0,Defender
Spain,Real Valladolid,Baraja,baraja_2,24.08.1980,179,79,missing,150,54,46,50,4,35,0,1,Missing
France,Lille OSC,Barel Mouko,barel-mouko,05.04.1979,177,71,Goalkeeper,26,11,6,9,0,1,0,0,Defender
Spain,Levante UD,Barkero,barkero,27.04.1979,180,71,Left Midfielder,283,105,56,122,56,37,1,2,Midfielder
Spain,Valencia CF,Barragán,barragan_3,12.06.1987,187,83,Right Fullback,159,76,36,47,4,43,2,1,Defender
England,Aston Villa,Barry Bannan,barry-bannan,01.12.1989,170,62,missing,165,57,37,71,6,13,0,0,Missing
Spain,FC Barcelona,Bartra,bartra,15.01.1991,183,70,Center Back,126,81,22,23,6,19,0,0,Defender
Germany,VfL Wolfsburg,Bas Dost,bas-dost,31.05.1989,192,85,Center Forward,184,72,49,63,83,11,0,0,Forward
Germany,Fortuna Düsseldorf,Bastian Müller,bastian-mueller,31.07.1991,185,75,Defensive Midfielder,92,32,22,38,2,15,0,0,Midfielder
Germany,Eintracht Frankfurt,Bastian Oczipka,bastian-oczipka,12.01.1989,184,87,Left Fullback,166,65,33,68,2,10,0,0,Defender
Germany,Bayern München,Bastian Schweinsteiger,bastian-schweinsteiger,01.08.1984,183,79,Defensive Midfielder,611,397,113,101,91,90,2,1,Midfielder
England,Manchester United,Bébé,bebe,12.07.1990,190,NA,missing,61,18,15,28,13,5,0,0,Missing
Germany,SC Freiburg,Beg Ferati,beg-ferati,10.11.1986,188,81,Center Back,136,69,26,41,2,19,1,0,Defender
Spain,Celta Vigo,Bellvís,bellvis,24.04.1985,178,72,Left Midfielder,109,32,23,54,1,19,2,0,Midfielder
England,West Bromwich Albion,Ben Foster,ben-foster,03.04.1983,188,80,Goalkeeper,247,89,68,90,0,9,0,1,Defender
England,Southampton FC,Ben Reeves,ben-reeves,19.11.1991,178,NA,missing,61,24,10,27,13,3,0,0,Missing
England,Wigan Athletic,Ben Watson,ben-watson,09.07.1985,178,68,Center Midfielder,336,126,85,125,42,39,3,0,Midfielder
Spain,Real Betis,Beñat,benat,19.02.1987,175,72,Center Midfielder,145,67,30,48,15,47,0,0,Midfielder
Germany,FC Schalke 04,Benedikt Höwedes,benedikt-hoewedes,29.02.1988,187,80,Center Back,295,159,54,82,21,27,2,3,Defender
Germany,VfB Stuttgart,Benedikt Röcker,benedikt-roecker,19.11.1989,197,90,Center Back,135,42,43,50,9,12,0,1,Defender
France,AC Ajaccio,Benjamin Andre,benjamin-andre,03.08.1990,177,68,missing,188,49,62,77,12,31,1,1,Missing
France,FC Lorient,Benjamin Corgnet,benjamin-corgnet,06.04.1987,180,75,missing,130,52,33,45,24,10,0,0,Missing
Germany,Eintracht Frankfurt,Benjamin Köhler,benjamin-koehler,04.08.1980,172,66,Left Midfielder,357,149,85,123,52,32,0,1,Midfielder
France,FC Lorient,Benjamin Lecomte,benjamin-lecomte,26.04.1991,186,78,missing,47,21,16,10,0,0,0,0,Missing
France,AS Nancy,Benjamin Moukandjo,benjamin-moukandjo,12.11.1988,179,74,missing,159,58,47,54,34,21,1,0,Missing
France,ESTAC Troyes,Benjamin Nivet,benjamin-nivet,02.01.1977,178,75,missing,352,95,113,144,55,38,3,1,Missing
France,ESTAC Troyes,Benjamin Psaume,benjamin-psaume,12.01.1985,172,72,missing,125,44,38,43,15,14,0,1,Missing
France,Montpellier HSC,Benjamin Stambouli,benjamin-stambouli,13.08.1990,180,75,Defensive Midfielder,119,44,34,41,3,12,0,2,Midfielder
Germany,1. FC Nürnberg,Benjamin Uphoff,benjamin-uphoff,08.08.1993,190,78,Goalkeeper,64,24,17,23,0,0,0,0,Defender
England,Tottenham Hotspur,Benoît Assou-Ekotto,benoit-assou-ekotto,24.03.1984,180,69,Left Fullback,331,154,85,92,4,50,2,2,Defender
France,Olympique Marseille,Benoît Cheyrou,benoit-cheyrou,03.05.1981,182,78,Defensive Midfielder,488,209,131,148,34,80,2,0,Midfielder
France,Stade Rennes,Benoît Costil,benoit-costil,03.07.1987,186,78,missing,230,85,67,78,0,6,0,2,Missing
France,Stade Brest,Benoît Lesoimier,benoit-lesoimier,21.02.1983,171,60,missing,182,56,54,72,16,22,0,0,Missing
France,Lille OSC,Benoît Pedretti,benoit-pedretti,12.11.1980,177,69,Defensive Midfielder,438,194,119,125,30,83,1,1,Midfielder
France,Girondins Bordeaux,Benoît Trémoulinas,benoit-tremoulinas,28.12.1985,173,64,Left Fullback,225,114,62,49,6,21,0,2,Defender
France,Stade Brest,Bernard Mendy,bernard-mendy,20.08.1981,180,77,Right Fullback,381,119,108,154,10,84,3,3,Defender
Germany,Bayer Leverkusen,Bernd Leno,bernd-leno,04.03.1992,190,79,Goalkeeper,208,98,48,62,0,9,0,0,Defender
Germany,SpVgg Greuther Fürth,Bernd Nehrig,bernd-nehrig,28.09.1986,180,79,Right Midfielder,256,112,58,86,53,59,2,1,Midfielder
France,Évian Thonon Gaillard,Bertrand Laquait,bertrand-laquait,13.04.1977,184,79,missing,323,116,86,121,1,14,1,3,Missing
Spain,RCD Mallorca,Biel Company,biel-company,16.02.1992,176,73,missing,2,1,1,0,0,0,0,0,Missing
Spain,RCD Mallorca,Bigas,bigas,15.05.1990,180,78,missing,75,23,22,30,3,25,0,1,Missing
France,Olympique Marseille,Billel Omrani,billel-omrani,02.06.1993,187,70,missing,16,3,8,5,0,0,0,1,Missing
England,West Bromwich Albion,Billy Jones,billy-jones,24.03.1987,180,83,Left Fullback,345,107,92,146,22,44,1,0,Defender
France,Paris Saint-Germain,Blaise Matuidi,blaise-matuidi,09.04.1987,175,70,Defensive Midfielder,364,167,89,108,21,59,2,0,Midfielder
France,AS Saint-Étienne,Bănel Nicoliţă,bnel-nicoli,07.01.1985,175,71,Right Midfielder,249,116,66,67,28,53,1,0,Midfielder
Germany,1. FSV Mainz 05,Bo Svensson,bo-svensson,04.08.1979,190,87,Center Back,179,71,46,62,3,29,0,0,Defender
England,West Bromwich Albion,Boaz Myhill,boaz-myhill,09.11.1982,191,92,Goalkeeper,311,101,78,132,0,14,0,1,Defender
England,Queens Park Rangers,Bobby Zamora,bobby-zamora,16.01.1981,186,75,Center Forward,396,157,86,153,98,35,1,1,Forward
France,Stade Reims,Bocoundji Cá,bocoundji-ca,28.12.1986,172,69,Defensive Midfielder,196,77,53,66,4,28,1,1,Midfielder
Spain,Deportivo La Coruña,Bodipo,bodipo,25.10.1977,181,76,Center Forward,220,67,53,100,41,28,1,3,Forward
Germany,1899 Hoffenheim,Boris Vukčević,boris-vukcevic,16.03.1990,182,76,Attacking Midfielder,112,47,29,36,10,6,0,0,Midfielder
Spain,Granada CF,Borja Gómez,borja-gomez,14.05.1988,184,77,missing,93,31,21,41,4,25,2,0,Missing
Spain,Celta Vigo,Borja Oubiña,borja-oubina,17.05.1982,180,75,Defensive Midfielder,200,79,38,83,4,34,1,0,Midfielder
Spain,Getafe CF,Borja,borja_2,14.01.1981,185,73,Defensive Midfielder,224,94,51,79,4,55,4,1,Midfielder
England,Queens Park Rangers,Bosingwa,bosingwa,24.08.1982,183,75,Right Fullback,314,158,78,78,6,41,0,2,Defender
England,Tottenham Hotspur,Brad Friedel,brad-friedel,18.05.1971,193,91,Goalkeeper,582,247,151,184,1,7,0,1,Defender
England,Aston Villa,Brad Guzan,brad-guzan,09.09.1984,193,95,Goalkeeper,188,76,42,70,0,9,0,0,Defender
England,Liverpool FC,Brad Jones,brad-jones,19.03.1982,193,79,Goalkeeper,124,43,36,45,0,4,0,2,Defender
England,Crewe Alexandra,Bradden Inman,bradden-inman,10.12.1991,176,71,Attacking Midfielder,59,18,15,26,9,6,0,0,Midfielder
England,Norwich City,Bradley Johnson,bradley-johnson,28.04.1987,178,69,missing,205,76,57,72,26,45,1,1,Missing
France,Stade Brest,Brahim Ferradj,brahim-ferradj,04.09.1987,172,74,missing,89,33,19,37,6,3,0,2,Missing
France,AS Saint-Étienne,Brandão,brandao,16.06.1980,189,78,Center Forward,278,144,63,71,84,61,0,2,Forward
Germany,Bor. Mönchengladbach,Branimir Hrgota,branimir-hrgota,12.01.1993,185,74,missing,102,37,20,45,37,12,0,0,Missing
England,Chelsea FC,Branislav Ivanović,branislav-ivanovic,22.02.1984,182,78,Center Back,394,214,76,104,40,66,0,3,Defender
Spain,Granada CF,Brayan Angulo,brayan-angulo,02.11.1989,174,71,Left Fullback,86,31,21,34,1,11,0,0,Defender
England,Fulham FC,Brede Hangeland,brede-hangeland,20.06.1981,195,85,Center Back,412,161,103,148,19,38,0,1,Defender
England,Aston Villa,Brett Holman,brett-holman,27.03.1984,176,75,Attacking Midfielder,321,142,74,105,58,20,2,0,Midfielder
England,Reading FC,Brett Williams,brett-williams,01.12.1987,188,NA,Center Forward,30,11,7,12,5,2,0,0,Forward
England,Queens Park Rangers,Brian Murphy,brian-murphy,07.05.1983,183,83,Goalkeeper,37,16,6,15,0,1,0,0,Defender
France,Évian Thonon Gaillard,Brice Dja Djedjé,brice-dja-djedje,23.12.1990,176,NA,missing,109,40,29,40,6,13,0,1,Missing
France,Valenciennes FC,Brou Angoua,brou-angoua,28.11.1986,178,69,Center Back,128,34,44,50,3,25,0,1,Defender
France,FC Lorient,Bruno Écuélé,bruno-ecuele,16.07.1988,186,76,missing,201,70,57,74,13,26,0,1,Missing
Spain,Deportivo La Coruña,Bruno Gama,bruno-gama,15.11.1987,175,68,Right Winger,221,84,55,82,32,28,0,0,Forward
France,Stade Brest,Bruno Grougi,bruno-grougi,26.04.1983,171,66,missing,198,66,53,79,44,24,0,1,Missing
Germany,Fortuna Düsseldorf,Bruno Soares,bruno-soares_2,21.08.1988,194,85,Center Back,95,41,21,33,4,23,2,2,Defender
France,Montpellier HSC,Bryan Dabo,bryan-dabo,18.02.1992,187,79,missing,22,12,3,7,0,3,0,0,Missing
England,Everton FC,Bryan Oviedo,bryan-oviedo,18.02.1990,172,70,Left Fullback,115,51,32,32,4,18,0,0,Defender
Spain,Sevilla FC,Bryan Rabello,bryan-rabello,15.05.1994,168,65,Attacking Midfielder,65,37,15,13,4,6,0,1,Midfielder
England,Fulham FC,Bryan Ruiz,bryan-ruiz,18.08.1985,186,70,Right Winger,320,147,78,95,88,15,0,0,Forward
England,Reading FC,Brynjar Gunnarsson,brynjar-gunnarsson,16.10.1975,186,76,missing,327,130,74,123,21,48,2,3,Missing
Spain,Real Valladolid,Bueno,bueno,20.03.1988,178,64,Center Forward,165,56,38,71,32,13,0,0,Forward
Spain,FC Barcelona,Busquets,busquets_2,16.07.1988,189,73,Defensive Midfielder,340,252,54,34,12,75,1,1,Midfielder
Germany,VfB Stuttgart,Cacau,cacau,27.03.1981,178,74,Left Winger,414,183,85,146,123,79,1,2,Forward
Spain,Sevilla FC,Cala,cala,26.11.1989,187,84,Center Back,111,38,26,47,12,41,2,3,Defender
Spain,Málaga CF,Cala,cala_2,02.03.1990,172,65,Attacking Midfielder,22,9,8,5,0,1,0,0,Midfielder
Spain,RCD Mallorca,Calatayud,calatayud,21.12.1979,191,88,Goalkeeper,214,80,54,80,0,12,0,1,Defender
England,Wigan Athletic,Callum McManaman,callum-mcmanaman,25.04.1991,175,71,Center Forward,103,37,25,41,14,7,0,1,Forward
England,Southampton FC,Calum Chambers,calum-chambers,20.01.1995,182,66,missing,33,12,11,10,1,0,0,0,Missing
Spain,Málaga CF,Camacho,camacho_9,04.05.1990,182,75,Defensive Midfielder,162,69,38,55,11,42,1,1,Midfielder
France,OGC Nice,Camel Meriem,camel-meriem,18.10.1979,174,70,Attacking Midfielder,381,126,114,141,27,22,0,0,Midfielder
England,Stoke City,Cameron Jerome,cameron-jerome,14.08.1986,185,85,Center Forward,380,134,103,143,81,38,1,1,Forward
Spain,Deportivo La Coruña,Camuñas,camunas,17.07.1980,175,71,Left Winger,220,57,59,104,24,28,0,1,Forward
Spain,Valencia CF,Canales,canales_2,16.02.1991,176,65,Attacking Midfielder,144,66,32,46,22,15,0,0,Midfielder
Spain,Real Betis,Cañas,canas_3,27.05.1987,177,71,missing,106,38,25,43,0,25,0,1,Missing
Spain,Espanyol Barcelona,Capdevila,capdevila,03.02.1978,182,79,Left Fullback,574,296,121,157,47,91,3,2,Defender
England,Arsenal FC,Carl Jenkinson,carl-jenkinson,08.02.1992,185,77,Right Fullback,71,41,9,21,1,3,2,0,Defender
France,AC Ajaccio,Carl Medjani,carl-medjani,15.05.1985,184,84,Center Back,230,78,64,88,9,25,0,5,Defender
France,FC Sochaux,Carlão,carlao,19.01.1986,182,73,Defensive Midfielder,144,46,37,61,2,29,0,1,Midfielder
Germany,Bayer Leverkusen,Carlinhos,carlinhos_13,22.06.1994,179,81,Right Fullback,16,3,3,10,2,4,0,0,Defender
England,Stoke City,Carlo Nash,carlo-nash,13.09.1973,196,89,Goalkeeper,131,57,40,34,0,2,0,0,Defender
Spain,Málaga CF,Carlos Kameni,carlos-kameni,18.02.1984,184,78,Goalkeeper,294,107,75,112,0,20,0,3,Defender
Spain,Real Sociedad,Carlos Martínez,carlos-martinez_2,09.04.1986,189,79,Right Fullback,149,59,44,46,1,17,1,1,Defender
France,Valenciennes FC,Carlos Sánchez,carlos-sanchez_2,06.02.1986,182,80,Defensive Midfielder,247,78,77,92,10,42,2,2,Midfielder
England,Manchester City,Carlos Tévez,carlos-tevez,05.02.1984,171,75,Left Winger,466,283,84,99,178,61,1,4,Forward
Spain,Real Sociedad,Carlos Vela,carlos-vela,01.03.1989,177,75,Right Winger,265,120,60,85,70,33,0,1,Forward
Germany,Eintracht Frankfurt,Carlos Zambrano,carlos-zambrano,10.07.1989,185,78,Center Back,156,68,35,53,5,53,2,2,Defender
England,West Ham United,Carlton Cole,carlton-cole,12.11.1983,190,88,Center Forward,365,130,90,145,81,41,1,2,Forward
Spain,Rayo Vallecano,Casado,casado_3,09.08.1986,173,76,Left Fullback,148,53,28,67,1,58,2,1,Defender
Spain,Athletic Bilbao,Castillo,castillo_8,29.03.1986,182,71,Left Fullback,114,50,29,35,1,22,2,1,Defender
Spain,Real Betis,Casto,casto,18.06.1982,182,78,Goalkeeper,119,49,30,40,1,11,0,3,Defender
Spain,Atlético Madrid,Cata Díaz,cata-diaz,13.03.1979,183,72,Center Back,452,189,117,146,18,122,2,4,Defender
France,FC Sochaux,Cédric Bakambu,cedric-bakambu,11.04.1991,180,70,Center Forward,110,34,24,52,23,9,1,0,Forward
France,Évian Thonon Gaillard,Cédric Barbosa,cedric-barbosa,06.03.1976,179,67,missing,361,116,98,147,36,72,1,1,Missing
France,Évian Thonon Gaillard,Cédric Cambon,cedric-cambon,20.09.1986,184,76,missing,119,43,34,42,8,20,3,0,Missing
France,Girondins Bordeaux,Cédric Carrasso,cedric-carrasso,30.12.1981,192,87,Goalkeeper,314,136,98,80,0,9,1,2,Defender
France,FC Sochaux,Cédric Kanté,cedric-kante,06.07.1979,181,77,Center Back,354,133,99,122,9,40,0,2,Defender
Germany,SC Freiburg,Cédric Makiadi,cedric-makiadi,23.02.1984,177,77,Attacking Midfielder,307,101,81,125,43,33,0,0,Midfielder
France,Évian Thonon Gaillard,Cédric Mongongu,cedric-mongongu,22.06.1989,189,78,Center Back,160,49,49,62,7,14,1,1,Defender
Spain,FC Barcelona,Cesc Fàbregas,cesc-fabregas,04.05.1987,179,75,Center Midfielder,539,353,107,79,112,92,0,1,Midfielder
France,AC Ajaccio,Chahir Belghazouani,chahir-belghazouani,06.10.1986,180,68,Attacking Midfielder,104,32,33,39,12,28,0,0,Midfielder
France,Olympique Marseille,Charles Kaboré,charles-kabore,09.02.1988,181,75,Defensive Midfielder,244,122,63,59,6,32,6,0,Midfielder
England,Aston Villa,Charles N'Zogbia,charles-nzogbia,28.05.1986,170,70,Left Midfielder,315,101,85,129,33,33,0,1,Midfielder
England,Stoke City,Charlie Adam,charlie-adam,10.12.1985,185,83,Center Midfielder,306,131,76,99,67,62,2,1,Midfielder
Spain,RCD Mallorca,Charlie Took,charlie-took,25.05.1993,184,78,missing,1,0,1,0,0,0,0,0,Missing
France,Stade Brest,Charlison Benschop,charlison-benschop,21.08.1989,191,90,Attacking Midfielder,152,55,26,71,31,12,1,0,Midfielder
France,Girondins Bordeaux,Cheick Diabaté,cheick-diabate,25.04.1988,194,84,Center Forward,155,61,48,46,61,19,0,1,Forward
France,Stade Rennes,Cheick Diarra,cheick-diarra,11.02.1992,176,79,Attacking Midfielder,57,16,10,31,12,7,0,2,Midfielder
England,Newcastle United,Cheik Tioté,cheik-tiote,21.06.1986,180,76,Defensive Midfielder,261,121,57,83,5,82,2,4,Midfielder
France,Toulouse FC,Cheikh M'Bengue,cheikh-mbengue,23.07.1988,182,72,Left Fullback,187,66,61,60,2,31,2,2,Defender
France,Stade Rennes,Cheikh N'Diaye,cheikh-ndiaye,15.02.1985,191,80,Goalkeeper,5,2,0,3,0,0,0,0,Defender
Germany,1. FSV Mainz 05,Chinedu Ede,chinedu-ede,05.02.1987,178,83,Left Winger,212,82,54,76,27,9,0,0,Forward
Germany,FC Schalke 04,Chinedu Obasi,chinedu-obasi,01.06.1986,188,79,Right Winger,162,71,44,47,33,22,0,1,Forward
Germany,1899 Hoffenheim,Chris,chris,25.08.1978,185,79,Center Back,180,68,40,72,17,48,1,2,Defender
England,Fulham FC,Chris Baird,chris-baird,25.02.1982,186,77,Defensive Midfielder,340,119,95,126,7,55,2,1,Midfielder
England,West Bromwich Albion,Chris Brunt,chris-brunt,14.12.1984,185,74,missing,390,135,108,147,60,57,1,1,Missing
France,US Boulogne,Chris Gadi,chris-gadi,09.04.1992,177,65,missing,25,10,2,13,3,1,0,0,Missing
England,Reading FC,Chris Gunter,chris-gunter,21.07.1989,180,71,Right Fullback,330,120,78,132,3,29,1,1,Defender
England,Aston Villa,Chris Herd,chris-herd,04.04.1989,173,71,Center Midfielder,64,16,20,28,6,13,0,1,Midfielder
Germany,Borussia Dortmund,Chris Löwe,chris-loewe,16.04.1989,175,65,Left Fullback,154,84,34,36,10,19,0,0,Defender
England,Swindon Town,Chris Martin,chris-martin,04.11.1988,178,73,Center Forward,217,100,48,69,61,25,1,0,Forward
France,Stade Rennes,Chris Mavinga,chris-mavinga,26.05.1991,182,NA,Center Back,82,41,16,25,0,19,0,1,Defender
England,Manchester United,Chris Smalling,chris-smalling,22.11.1989,193,90,Center Back,161,95,25,41,6,8,0,0,Defender
England,Aston Villa,Christian Benteke,christian-benteke,03.12.1990,190,83,Center Forward,216,92,46,78,84,21,1,3,Forward
Germany,FC Schalke 04,Christian Fuchs,christian-fuchs,07.04.1986,186,84,Left Fullback,411,162,96,153,25,66,2,1,Defender
Germany,VfB Stuttgart,Christian Gentner,christian-gentner,14.08.1985,189,80,Defensive Midfielder,377,170,84,123,53,28,0,0,Midfielder
Germany,SC Freiburg,Christian Günter,christian-guenter,28.02.1993,184,81,Left Fullback,107,49,28,30,3,12,0,0,Defender
Spain,Levante UD,Christian Lell,christian-lell,29.08.1984,180,80,Right Fullback,318,159,72,87,8,51,3,2,Defender
Germany,Hamburger SV,Christian Nørgaard,christian-noergaard,10.03.1994,186,75,Attacking Midfielder,60,29,16,15,5,8,0,0,Midfielder
Germany,Hannover 96,Christian Pander,christian-pander,28.08.1983,186,80,Left Fullback,229,120,42,67,18,14,1,1,Defender
Germany,Hannover 96,Christian Schulz,christian-schulz,01.04.1983,185,80,Center Back,425,200,79,146,26,74,3,0,Defender
Spain,Espanyol Barcelona,Christian Stuani,christian-stuani,12.10.1986,186,77,Center Forward,207,61,64,82,63,49,1,1,Forward
Germany,VfL Wolfsburg,Christian Träsch,christian-traesch,01.09.1987,180,75,Defensive Midfielder,276,115,65,96,10,29,1,1,Midfielder
Germany,Werder Bremen,Christian Vander,christian-vander,24.10.1980,195,90,Goalkeeper,109,36,25,48,0,4,0,0,Defender
Germany,1. FSV Mainz 05,Christian Wetklo,christian-wetklo,11.01.1980,190,90,Goalkeeper,183,69,45,69,0,20,0,3,Defender
Germany,Bor. Mönchengladbach,Christofer Heimeroth,christofer-heimeroth,01.08.1981,194,91,Goalkeeper,108,40,21,47,0,2,0,0,Defender
Germany,FC Schalke 04,Christoph Metzelder,christoph-metzelder,05.11.1980,194,92,Center Back,310,168,54,88,4,30,0,0,Defender
France,Paris Saint-Germain,Christophe Jallet,christophe-jallet,31.10.1983,178,65,Right Fullback,274,117,87,70,12,24,1,1,Defender
France,SC Bastia,Christophe Vincent,christophe-vincent,08.11.1992,178,74,Defensive Midfielder,35,8,9,18,1,4,0,0,Midfielder
France,Stade Reims,Christopher Glombard,christopher-glombard,05.07.1989,178,74,missing,90,33,29,28,5,13,1,0,Missing
Germany,SpVgg Greuther Fürth,Christopher Nöthe,christopher-noethe,03.01.1988,184,75,Center Forward,177,71,48,58,53,17,0,0,Forward
Spain,Celta Vigo,Chu-Young Park,chu-young-park,10.07.1985,183,70,Center Forward,181,66,52,63,52,20,0,0,Forward
England,Aston Villa,Ciaran Clark,ciaran-clark,26.09.1989,188,76,Center Back,117,35,30,52,8,30,0,1,Defender
Spain,Sevilla FC,Cicinho,cicinho_2,04.08.1986,173,63,Right Fullback,90,30,28,32,2,16,0,1,Defender
Germany,Werder Bremen,Cimo Röcker,cimo-roecker,21.01.1994,186,77,Right Midfielder,55,26,11,18,6,5,0,0,Midfielder
Germany,FC Schalke 04,Ciprian Marica,ciprian-marica,02.10.1985,185,80,Right Winger,316,150,69,97,78,36,1,2,Forward
Spain,Atlético Madrid,Cisma,cisma,09.02.1982,184,76,Left Fullback,168,49,48,71,5,46,4,1,Defender
France,Évian Thonon Gaillard,Clarck N'Sikulu,clarck-nsikulu,10.07.1992,178,72,missing,26,4,8,14,3,3,0,0,Missing
Spain,Real Sociedad,Claudio Bravo,claudio-bravo,13.04.1983,185,84,Goalkeeper,319,132,76,111,1,19,0,1,Defender
Germany,Bayern München,Claudio Pizarro,claudio-pizarro,03.10.1978,184,84,Center Forward,619,333,136,150,264,54,3,2,Forward
England,West Bromwich Albion,Claudio Yacob,claudio-yacob,18.07.1987,181,73,Defensive Midfielder,219,78,66,75,10,70,2,1,Midfielder
Germany,Werder Bremen,Clemens Fritz,clemens-fritz,07.12.1980,183,81,Right Fullback,419,178,103,138,17,76,2,0,Defender
France,Paris Saint-Germain,Clément Chantôme,clement-chantome,11.09.1987,179,71,Defensive Midfielder,231,102,67,62,9,36,2,0,Midfielder
France,Olympique Lyon,Clément Grenier,clement-grenier,07.01.1991,186,72,Right Midfielder,119,62,27,30,14,21,0,1,Midfielder
England,Tottenham Hotspur,Clint Dempsey,clint-dempsey,09.03.1983,185,77,Attacking Midfielder,398,169,95,134,117,32,0,0,Midfielder
England,Queens Park Rangers,Clint Hill,clint-hill,19.10.1978,183,73,Center Back,378,142,102,134,14,62,4,2,Defender
France,Olympique Lyon,Clinton N'Jie,clinton-njie,15.08.1993,175,68,missing,10,4,1,5,0,0,0,0,Missing
Spain,Sevilla FC,Coke,coke,26.04.1987,176,70,Right Fullback,203,87,60,56,23,48,3,2,Defender
England,Sunderland AFC,Connor Wickham,connor-wickham,31.03.1993,193,73,Center Forward,154,54,32,68,36,15,0,0,Forward
